,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
123859,2008,1,24,4,800.0,805,1004.0,1005,XE,2752,N13955,124.0,120.0,92.0,-1.0,-5.0,EWR,GSO,446,3.0,29.0,0,,0,,,,,
328636,2008,1,29,2,1108.0,1100,1226.0,1225,EV,4329,N978EV,78.0,85.0,61.0,1.0,8.0,SDF,ATL,321,6.0,11.0,0,,0,,,,,
361627,2008,1,11,5,1252.0,1300,1619.0,1627,FL,392,N942AT,147.0,147.0,129.0,-8.0,-8.0,MLI,MCO,1036,10.0,8.0,0,,0,,,,,
245291,2008,1,16,3,1709.0,1710,1831.0,1830,UA,951,N651UA,142.0,140.0,106.0,1.0,-1.0,IAD,ORD,589,4.0,32.0,0,,0,,,,,
548892,2008,1,5,6,1052.0,1055,1208.0,1220,B6,66,N633JB,76.0,85.0,55.0,-12.0,-3.0,JFK,BUF,301,3.0,18.0,0,,0,,,,,
85591,2008,1,29,2,830.0,830,1129.0,1115,WN,3916,N447WN,179.0,165.0,158.0,14.0,0.0,MDW,AUS,972,5.0,16.0,0,,0,,,,,
1212,2008,1,3,4,1247.0,1245,1342.0,1345,WN,3917,N609SW,175.0,180.0,164.0,-3.0,2.0,OMA,LAS,1099,3.0,8.0,0,,0,,,,,
449060,2008,1,28,1,1711.0,1715,1850.0,1844,NW,1533,N1332U,99.0,89.0,71.0,6.0,-4.0,MSP,MCI,393,9.0,19.0,0,,0,,,,,
584252,2008,1,15,2,1745.0,1745,2029.0,2028,CO,553,N24202,284.0,283.0,250.0,1.0,0.0,IAH,PDX,1825,3.0,31.0,0,,0,,,,,
421901,2008,1,10,4,1114.0,1120,1321.0,1330,MQ,4882,N706RG,187.0,190.0,157.0,-9.0,-6.0,LGA,MEM,963,6.0,24.0,0,,0,,,,,
45774,2008,1,17,4,701.0,700,816.0,820,WN,21,N678AA,135.0,140.0,121.0,-4.0,1.0,BWI,STL,737,4.0,10.0,0,,0,,,,,
299783,2008,1,2,3,1056.0,1035,1541.0,1505,WN,574,N660SW,165.0,150.0,137.0,36.0,21.0,LAS,TUL,1076,4.0,24.0,0,,0,0.0,0.0,15.0,0.0,21.0
208411,2008,1,25,5,600.0,600,705.0,701,OO,5897,N915SW,65.0,61.0,36.0,4.0,0.0,SPI,ORD,174,4.0,25.0,0,,0,,,,,
466582,2008,1,29,2,1321.0,1305,1427.0,1411,9E,5663,87979E,66.0,66.0,45.0,16.0,16.0,FAR,MSP,223,8.0,13.0,0,,0,16.0,0.0,0.0,0.0,0.0
570852,2008,1,22,2,1433.0,1435,1634.0,1629,CO,391,N14655,181.0,174.0,148.0,5.0,-2.0,MIA,IAH,964,6.0,27.0,0,,0,,,,,
351947,2008,1,23,3,1056.0,1056,1429.0,1426,F9,846,N913FR,153.0,150.0,137.0,3.0,0.0,SEA,DEN,1024,7.0,9.0,0,,0,,,,,
323106,2008,1,31,4,2235.0,2235,641.0,629,DL,1802,N3756,306.0,294.0,264.0,12.0,0.0,LAS,BOS,2381,11.0,31.0,0,,0,,,,,
335424,2008,1,2,3,1452.0,1405,1603.0,1517,EV,4551,N820AS,131.0,132.0,115.0,46.0,47.0,ATL,CID,694,5.0,11.0,0,,0,46.0,0.0,0.0,0.0,0.0
112538,2008,1,6,7,1512.0,1455,1647.0,1658,XE,2167,N12996,95.0,123.0,78.0,-11.0,17.0,EWR,CLT,529,4.0,13.0,0,,0,,,,,
422750,2008,1,10,4,1019.0,1030,1427.0,1439,NW,110,N516US,188.0,189.0,161.0,-12.0,-11.0,PHX,MSP,1276,5.0,22.0,0,,0,,,,,
295532,2008,1,31,4,643.0,645,928.0,912,US,590,N833AW,105.0,87.0,53.0,16.0,-2.0,SNA,PHX,338,30.0,22.0,0,,0,0.0,0.0,16.0,0.0,0.0
22793,2008,1,10,4,1640.0,1555,1659.0,1610,WN,2557,N776WN,79.0,75.0,61.0,49.0,45.0,CMH,BNA,338,6.0,12.0,0,,0,0.0,0.0,4.0,0.0,45.0
120767,2008,1,25,5,1415.0,1410,1604.0,1603,XE,2797,N13970,109.0,113.0,80.0,1.0,5.0,IAH,BNA,657,10.0,19.0,0,,0,,,,,
168106,2008,1,30,3,742.0,742,1005.0,1010,OH,5045,N818CA,143.0,148.0,115.0,-5.0,0.0,BOS,CMH,640,5.0,23.0,0,,0,,,,,
459673,2008,1,10,4,2132.0,2135,2243.0,2250,9E,3700,89729E,71.0,75.0,40.0,-7.0,-3.0,DTW,DAY,166,11.0,20.0,0,,0,,,,,
525922,2008,1,21,1,1759.0,1615,2243.0,2120,AA,2286,N457AA,164.0,185.0,142.0,83.0,104.0,LAX,DFW,1235,10.0,12.0,0,,0,11.0,0.0,0.0,0.0,72.0
582309,2008,1,14,1,1133.0,1140,1659.0,1654,CO,394,N37274,206.0,194.0,170.0,5.0,-7.0,LAX,IAH,1379,15.0,21.0,0,,0,,,,,
384972,2008,1,6,7,1916.0,1850,2042.0,2021,MQ,3269,N286AE,86.0,91.0,60.0,21.0,26.0,DFW,MLU,293,6.0,20.0,0,,0,17.0,0.0,0.0,0.0,4.0
120960,2008,1,21,1,1625.0,1630,1748.0,1757,XE,2983,N16147,83.0,87.0,67.0,-9.0,-5.0,CLE,GSP,450,6.0,10.0,0,,0,,,,,
440943,2008,1,3,4,928.0,922,1245.0,1236,NW,962,N356NW,137.0,134.0,114.0,9.0,6.0,MEM,FLL,851,9.0,14.0,0,,0,,,,,
126022,2008,1,22,2,842.0,850,1111.0,1117,XE,2982,N14977,149.0,147.0,102.0,-6.0,-8.0,EWR,CHS,628,7.0,40.0,0,,0,,,,,
554058,2008,1,15,2,1723.0,1730,2144.0,2213,B6,1068,N249JB,201.0,223.0,184.0,-29.0,-7.0,AUS,JFK,1522,7.0,10.0,0,,0,,,,,
77269,2008,1,26,6,900.0,905,1121.0,1140,WN,1311,N225WN,141.0,155.0,134.0,-19.0,-5.0,TPA,BUF,1054,2.0,5.0,0,,0,,,,,
476804,2008,1,12,6,1353.0,1355,1536.0,1535,9E,5962,88009E,103.0,100.0,71.0,1.0,-2.0,MEM,DSM,490,19.0,13.0,0,,0,,,,,
512209,2008,1,2,3,1407.0,1345,1501.0,1445,AA,1587,N404AA,54.0,60.0,36.0,16.0,22.0,DFW,AUS,190,3.0,15.0,0,,0,16.0,0.0,0.0,0.0,0.0
408290,2008,1,30,3,1035.0,1040,1152.0,1150,MQ,4222,N820AE,137.0,130.0,113.0,2.0,-5.0,RIC,ORD,642,13.0,11.0,0,,0,,,,,
182449,2008,1,9,3,1339.0,1330,1459.0,1441,OO,3682,N567SW,80.0,71.0,64.0,18.0,9.0,SLC,SUN,223,4.0,12.0,0,,0,18.0,0.0,0.0,0.0,0.0
20187,2008,1,9,3,2023.0,2025,2310.0,2310,WN,361,N339SW,107.0,105.0,91.0,0.0,-2.0,LAX,ABQ,677,4.0,12.0,0,,0,,,,,
233928,2008,1,27,7,642.0,640,954.0,1002,UA,532,N307UA,132.0,142.0,114.0,-8.0,2.0,DEN,ORD,888,8.0,10.0,0,,0,,,,,
185523,2008,1,10,4,1837.0,1845,2207.0,2212,OO,6740,N959SW,150.0,147.0,120.0,-5.0,-8.0,DEN,BNA,1013,8.0,22.0,0,,0,,,,,
533462,2008,1,5,6,955.0,900,1335.0,1300,AQ,485,N742AL,340.0,360.0,328.0,35.0,55.0,SNA,KOA,2530,3.0,9.0,0,,0,0.0,0.0,0.0,0.0,35.0
18387,2008,1,8,2,905.0,910,1004.0,1020,WN,2114,N359SW,59.0,70.0,48.0,-16.0,-5.0,SJC,ONT,333,3.0,8.0,0,,0,,,,,
553766,2008,1,14,1,654.0,700,1005.0,953,B6,821,N638JB,191.0,173.0,147.0,12.0,-6.0,JFK,MCO,944,6.0,38.0,0,,0,,,,,
404129,2008,1,28,1,,1335,,1540,MQ,4067,,,65.0,,,,ORD,DAY,240,,,1,C,0,,,,,
486800,2008,1,3,4,1656.0,1615,1918.0,1840,AA,526,N3CMAA,142.0,145.0,128.0,38.0,41.0,MIA,DCA,920,3.0,11.0,0,,0,37.0,0.0,0.0,0.0,1.0
597823,2008,1,8,2,1929.0,1930,2038.0,2044,DL,1967,N911DE,69.0,74.0,45.0,-6.0,-1.0,LGA,DCA,214,3.0,21.0,0,,0,,,,,
534613,2008,1,3,4,1156.0,1202,1422.0,1423,AS,402,N982AS,86.0,81.0,59.0,-1.0,-6.0,SEA,BOI,399,5.0,22.0,0,,0,,,,,
12551,2008,1,7,1,1652.0,1650,1814.0,1830,WN,2382,N795SW,82.0,100.0,74.0,-16.0,2.0,DAL,BHM,587,2.0,6.0,0,,0,,,,,
432679,2008,1,8,2,615.0,615,815.0,825,NW,523,N523US,180.0,190.0,158.0,-10.0,0.0,LGA,MSP,1020,5.0,17.0,0,,0,,,,,
249555,2008,1,29,2,,1827,,2129,UA,1234,,,122.0,,,,ORD,BDL,783,,,1,B,0,,,,,
512972,2008,1,12,6,1736.0,1745,2201.0,2225,AA,1622,N3ANAA,145.0,160.0,132.0,-24.0,-9.0,SNA,AUS,1209,4.0,9.0,0,,0,,,,,
163950,2008,1,23,3,1930.0,1930,2059.0,2100,OH,5100,N786CA,89.0,90.0,67.0,-1.0,0.0,CVG,ROC,461,9.0,13.0,0,,0,,,,,
518027,2008,1,26,6,1550.0,1550,1728.0,1735,AA,1827,N588AA,218.0,225.0,200.0,-7.0,0.0,DFW,SMF,1431,4.0,14.0,0,,0,,,,,
275292,2008,1,15,2,940.0,935,1237.0,1242,US,1996,N121UW,237.0,247.0,209.0,-5.0,5.0,SJU,PHL,1576,9.0,19.0,0,,0,,,,,
388775,2008,1,31,4,2046.0,2050,2136.0,2145,MQ,3443,N614AE,50.0,55.0,39.0,-9.0,-4.0,AUS,DAL,189,3.0,8.0,0,,0,,,,,
267442,2008,1,9,3,2141.0,2040,2244.0,2212,US,1406,N420US,63.0,92.0,48.0,32.0,61.0,PHL,MHT,290,3.0,12.0,0,,0,6.0,0.0,0.0,0.0,26.0
244381,2008,1,16,3,803.0,800,1538.0,1540,UA,920,N526UA,275.0,280.0,255.0,-2.0,3.0,SAN,IAD,2253,7.0,13.0,0,,0,,,,,
508905,2008,1,25,5,1410.0,1330,1723.0,1655,AA,1458,N4WVAA,133.0,145.0,105.0,28.0,40.0,LAX,DEN,862,6.0,22.0,0,,0,6.0,0.0,0.0,0.0,22.0
379587,2008,1,28,1,1028.0,1025,1134.0,1140,MQ,3016,N340RC,66.0,75.0,50.0,-6.0,3.0,FAT,LAX,209,9.0,7.0,0,,0,,,,,
491085,2008,1,27,7,1438.0,1435,1551.0,1550,AA,715,N421AA,133.0,135.0,105.0,1.0,3.0,DCA,ORD,612,7.0,21.0,0,,0,,,,,
65882,2008,1,23,3,1921.0,1810,132.0,45,WN,176,N758SW,191.0,215.0,174.0,47.0,71.0,LAS,SDF,1624,3.0,14.0,0,,0,5.0,0.0,0.0,0.0,42.0
116397,2008,1,17,4,812.0,815,1023.0,1029,XE,2870,N16961,131.0,134.0,112.0,-6.0,-3.0,BNA,IAH,657,10.0,9.0,0,,0,,,,,
20593,2008,1,9,3,559.0,600,820.0,805,WN,3326,N437WN,81.0,65.0,62.0,15.0,-1.0,MDW,DTW,229,8.0,11.0,0,,0,0.0,0.0,15.0,0.0,0.0
360120,2008,1,9,3,1441.0,1442,1616.0,1604,FL,207,N921AT,95.0,82.0,62.0,12.0,-1.0,CAK,LGA,396,15.0,18.0,0,,0,,,,,
94023,2008,1,31,4,940.0,945,1024.0,1035,WN,3395,N615SW,104.0,110.0,90.0,-11.0,-5.0,TPA,BNA,612,5.0,9.0,0,,0,,,,,
511319,2008,1,25,5,1124.0,1055,1714.0,1715,AA,1544,N4XBAA,230.0,260.0,208.0,-1.0,29.0,SFO,ORD,1846,7.0,15.0,0,,0,,,,,
373506,2008,1,30,3,2109.0,2110,2241.0,2246,FL,192,N992AT,92.0,96.0,72.0,-5.0,-1.0,ATL,RSW,515,5.0,15.0,0,,0,,,,,
175590,2008,1,4,5,,1658,,1930,OO,6388,N905SW,,92.0,,,,SFO,BOI,522,,,1,C,0,,,,,
139619,2008,1,15,2,705.0,715,1020.0,1036,YV,2602,N917FJ,135.0,141.0,114.0,-16.0,-10.0,IAH,CLT,913,4.0,17.0,0,,0,,,,,
276163,2008,1,16,3,1128.0,1132,1455.0,1509,US,490,N322AW,147.0,157.0,131.0,-14.0,-4.0,PDX,PHX,1009,5.0,11.0,0,,0,,,,,
31995,2008,1,13,7,857.0,900,937.0,945,WN,1148,N309SW,40.0,45.0,30.0,-8.0,-3.0,AUS,HOU,148,3.0,7.0,0,,0,,,,,
13382,2008,1,7,1,2037.0,2040,2247.0,2250,WN,520,N265WN,70.0,70.0,53.0,-3.0,-3.0,LAX,PHX,370,4.0,13.0,0,,0,,,,,
493975,2008,1,30,3,1831.0,1830,2050.0,2040,AA,849,N466AA,199.0,190.0,171.0,10.0,1.0,RDU,DFW,1062,18.0,10.0,0,,0,,,,,
274842,2008,1,15,2,1705.0,1710,1956.0,2004,US,188,N824AW,231.0,234.0,190.0,-8.0,-5.0,ORD,PHX,1440,22.0,19.0,0,,0,,,,,
2182,2008,1,3,4,1229.0,1220,1511.0,1510,WN,2786,N278WN,102.0,110.0,90.0,1.0,9.0,SMF,PHX,647,5.0,7.0,0,,0,,,,,
389682,2008,1,22,2,1017.0,1020,1316.0,1325,MQ,3479,N847AE,119.0,125.0,92.0,-9.0,-3.0,DFW,SDF,733,8.0,19.0,0,,0,,,,,
149859,2008,1,29,2,1141.0,1100,1313.0,1230,YV,7346,N522LR,152.0,150.0,129.0,43.0,41.0,SAV,ORD,773,7.0,16.0,0,,0,0.0,0.0,43.0,0.0,0.0
202065,2008,1,21,1,1735.0,1720,1931.0,1926,OO,5993,N730SK,176.0,186.0,160.0,5.0,15.0,BHM,DEN,1082,5.0,11.0,0,,0,,,,,
589936,2008,1,2,3,950.0,940,1139.0,1140,DL,1420,N634DL,109.0,120.0,85.0,-1.0,10.0,MIA,ATL,595,9.0,15.0,0,,0,,,,,
278133,2008,1,18,5,1613.0,1615,1811.0,1822,US,1706,N755US,118.0,127.0,96.0,-11.0,-2.0,CLT,BOS,728,6.0,16.0,0,,0,,,,,
602384,2008,1,12,6,1433.0,1440,1753.0,1809,DL,1485,N947DL,200.0,209.0,176.0,-16.0,-7.0,LGA,FLL,1076,3.0,21.0,0,,0,,,,,
436131,2008,1,7,1,1249.0,1250,1446.0,1445,NW,703,N341NB,177.0,175.0,156.0,1.0,-1.0,DTW,DFW,987,6.0,15.0,0,,0,,,,,
211599,2008,1,27,7,1542.0,1547,1718.0,1700,OO,6480,N748SK,216.0,193.0,199.0,18.0,-5.0,ICT,LAX,1203,8.0,9.0,0,,0,0.0,0.0,0.0,0.0,18.0
43321,2008,1,16,3,1413.0,1415,1624.0,1630,WN,615,N419WN,71.0,75.0,60.0,-6.0,-2.0,LAX,TUS,451,3.0,8.0,0,,0,,,,,
571880,2008,1,7,1,1249.0,1245,2052.0,2109,CO,90,N73276,303.0,324.0,276.0,-17.0,4.0,LAX,EWR,2454,8.0,19.0,0,,0,,,,,
335019,2008,1,17,4,1914.0,1855,2144.0,2147,EV,4536,N926EV,90.0,112.0,70.0,-3.0,19.0,STL,ATL,483,9.0,11.0,0,,0,,,,,
159404,2008,1,15,2,700.0,700,830.0,837,OH,5402,N965CA,90.0,97.0,58.0,-7.0,0.0,BWI,BOS,370,10.0,22.0,0,,0,,,,,
366142,2008,1,18,5,927.0,930,1214.0,1152,FL,622,N267AT,167.0,142.0,139.0,22.0,-3.0,PHL,MCO,861,9.0,19.0,0,,0,0.0,0.0,22.0,0.0,0.0
143042,2008,1,20,7,554.0,600,654.0,721,YV,2773,N7305V,60.0,81.0,51.0,-27.0,-6.0,ELP,PHX,347,4.0,5.0,0,,0,,,,,
344403,2008,1,17,4,,700,,907,EV,4862,N707EV,,67.0,,,,VPS,ATL,264,,,1,B,0,,,,,
377582,2008,1,18,5,1608.0,1610,1658.0,1657,HA,263,N486HA,50.0,47.0,36.0,1.0,-2.0,ITO,HNL,216,6.0,8.0,0,,0,,,,,
413586,2008,1,18,5,1512.0,1455,1732.0,1630,MQ,4419,N908AE,200.0,155.0,173.0,62.0,17.0,HPN,ORD,738,9.0,18.0,0,,0,17.0,0.0,45.0,0.0,0.0
5995,2008,1,5,6,741.0,745,841.0,850,WN,996,N215WN,60.0,65.0,47.0,-9.0,-4.0,AUS,MAF,294,3.0,10.0,0,,0,,,,,
387668,2008,1,27,7,1634.0,1605,1756.0,1730,MQ,3395,N850AE,82.0,85.0,52.0,26.0,29.0,DFW,BTR,383,18.0,12.0,0,,0,0.0,19.0,0.0,0.0,7.0
223831,2008,1,15,2,1210.0,1215,1702.0,1658,UA,204,N339UA,172.0,163.0,153.0,4.0,-5.0,DEN,CMH,1155,5.0,14.0,0,,0,,,,,
585484,2008,1,14,1,,1150,,1459,CO,1400,,,189.0,,,,FLL,EWR,1065,,,1,B,0,,,,,
119143,2008,1,3,4,1440.0,1440,1628.0,1633,XE,2797,N14902,108.0,113.0,87.0,-5.0,0.0,IAH,BNA,657,5.0,16.0,0,,0,,,,,
352278,2008,1,24,4,1557.0,1557,1747.0,1724,F9,551,N936FR,230.0,207.0,194.0,23.0,0.0,ATL,DEN,1199,10.0,26.0,0,,0,0.0,0.0,23.0,0.0,0.0
18700,2008,1,8,2,1244.0,1245,1334.0,1345,WN,2293,N717SA,50.0,60.0,36.0,-11.0,-1.0,TPA,FLL,197,4.0,10.0,0,,0,,,,,
202918,2008,1,22,2,2134.0,2140,2226.0,2218,OO,3915,N455SW,112.0,98.0,86.0,8.0,-6.0,SLC,PSP,541,4.0,22.0,0,,0,,,,,
524146,2008,1,28,1,,1655,,1850,AA,2141,,,175.0,,,,SJU,MIA,1045,,,1,A,0,,,,,
199353,2008,1,19,6,1836.0,1840,2152.0,2154,OO,6714,N405SW,136.0,134.0,104.0,-2.0,-4.0,DEN,MEM,872,4.0,28.0,0,,0,,,,,
163530,2008,1,22,2,1748.0,1739,2024.0,2014,OH,5298,N936CA,96.0,95.0,81.0,10.0,9.0,DSM,CVG,505,4.0,11.0,0,,0,,,,,
213412,2008,1,28,1,1411.0,1415,1720.0,1732,OO,6675,N906SW,129.0,137.0,111.0,-12.0,-4.0,FAT,DEN,844,7.0,11.0,0,,0,,,,,
473582,2008,1,7,1,1155.0,1156,1305.0,1305,9E,5868,89249E,130.0,129.0,107.0,0.0,-1.0,DTW,OMA,651,4.0,19.0,0,,0,,,,,
128828,2008,1,14,1,1546.0,1600,1700.0,1717,XE,2979,N13956,74.0,77.0,38.0,-17.0,-14.0,BDL,EWR,116,7.0,29.0,0,,0,,,,,
296515,2008,1,1,2,1417.0,1335,1902.0,1820,WN,2155,N711HK,165.0,165.0,150.0,42.0,42.0,LAS,HOU,1235,2.0,13.0,0,,0,4.0,0.0,0.0,0.0,38.0
267970,2008,1,10,4,1559.0,1605,1819.0,1834,US,475,N651AW,80.0,89.0,62.0,-15.0,-6.0,BUR,PHX,369,6.0,12.0,0,,0,,,,,
330479,2008,1,26,6,932.0,935,1042.0,1045,EV,4390,N709EV,70.0,70.0,42.0,-3.0,-3.0,ATL,CHS,259,8.0,20.0,0,,0,,,,,
227728,2008,1,7,1,838.0,843,1030.0,1031,UA,347,N927UA,172.0,168.0,153.0,-1.0,-5.0,DEN,PDX,992,5.0,14.0,0,,0,,,,,
57998,2008,1,21,1,1357.0,1355,1456.0,1500,WN,446,N228WN,59.0,65.0,44.0,-4.0,2.0,BUR,LAS,223,6.0,9.0,0,,0,,,,,
576676,2008,1,5,6,800.0,810,1107.0,1100,CO,400,N73406,187.0,170.0,152.0,7.0,-10.0,FLL,EWR,1065,10.0,25.0,0,,0,,,,,
365477,2008,1,17,4,1511.0,1516,1801.0,1736,FL,617,N307AT,170.0,140.0,132.0,25.0,-5.0,PHL,MCO,861,10.0,28.0,0,,0,0.0,0.0,25.0,0.0,0.0
49949,2008,1,18,5,1526.0,1525,2246.0,2255,WN,446,N774SW,260.0,270.0,234.0,-9.0,1.0,LAS,ORF,2155,7.0,19.0,0,,0,,,,,
45988,2008,1,17,4,719.0,715,1027.0,1035,WN,1662,N772SW,128.0,140.0,113.0,-8.0,4.0,DEN,HOU,883,3.0,12.0,0,,0,,,,,
565807,2008,1,10,4,1719.0,1720,1926.0,2000,CO,1152,N17640,127.0,160.0,102.0,-34.0,-1.0,ATL,EWR,745,9.0,16.0,0,,0,,,,,
133066,2008,1,6,7,500.0,500,640.0,657,YV,2647,N917FJ,100.0,117.0,78.0,-17.0,0.0,EWR,CLT,529,7.0,15.0,0,,0,,,,,
199767,2008,1,20,7,1257.0,1255,1542.0,1550,OO,3927,N432SW,105.0,115.0,85.0,-8.0,2.0,SBP,SLC,608,7.0,13.0,0,,0,,,,,
279774,2008,1,19,6,1601.0,1609,1727.0,1748,US,575,N665AW,86.0,99.0,66.0,-21.0,-8.0,LAS,SFO,414,5.0,15.0,0,,0,,,,,
165678,2008,1,25,5,1455.0,1441,1730.0,1715,OH,5557,N713CA,155.0,154.0,107.0,15.0,14.0,LGA,SAV,722,10.0,38.0,0,,0,14.0,0.0,1.0,0.0,0.0
492108,2008,1,18,5,1050.0,1040,1424.0,1340,AA,755,N426AA,214.0,180.0,182.0,44.0,10.0,ORD,SAT,1041,5.0,27.0,0,,0,10.0,0.0,34.0,0.0,0.0
339839,2008,1,26,6,938.0,942,1037.0,1047,EV,4706,N904EV,59.0,65.0,39.0,-10.0,-4.0,ATL,VLD,208,3.0,17.0,0,,0,,,,,
62186,2008,1,22,2,1200.0,1150,1253.0,1250,WN,3511,N211WN,113.0,120.0,96.0,3.0,10.0,IAD,MDW,577,6.0,11.0,0,,0,,,,,
424765,2008,1,25,5,1729.0,1725,1942.0,1911,NW,185,N328NW,253.0,226.0,228.0,31.0,4.0,MSP,SAN,1532,4.0,21.0,0,,0,0.0,0.0,31.0,0.0,0.0
480787,2008,1,31,4,925.0,930,1253.0,1240,AA,312,N490AA,148.0,130.0,108.0,13.0,-5.0,TUS,DFW,813,29.0,11.0,0,,0,,,,,
400389,2008,1,15,2,2008.0,2010,2134.0,2145,MQ,3937,N628AE,86.0,95.0,67.0,-11.0,-2.0,ORD,SGF,438,1.0,18.0,0,,0,,,,,
117598,2008,1,14,1,601.0,610,709.0,733,XE,2866,N14933,68.0,83.0,48.0,-24.0,-9.0,ORF,EWR,284,8.0,12.0,0,,0,,,,,
378677,2008,1,11,5,918.0,925,956.0,1005,HA,508,N487HA,38.0,40.0,29.0,-9.0,-7.0,LIH,OGG,202,4.0,5.0,0,,0,,,,,
444316,2008,1,19,6,1906.0,1909,1913.0,1930,NW,1177,N751NW,67.0,81.0,46.0,-17.0,-3.0,DTW,ORD,235,6.0,15.0,0,,0,,,,,
298986,2008,1,2,3,1228.0,1125,1436.0,1340,WN,748,N798SW,128.0,135.0,117.0,56.0,63.0,CMH,TPA,829,3.0,8.0,0,,0,0.0,15.0,0.0,0.0,41.0
89192,2008,1,30,3,1458.0,1450,1648.0,1705,WN,3836,N429WN,230.0,255.0,221.0,-17.0,8.0,MDW,RNO,1680,3.0,6.0,0,,0,,,,,
276625,2008,1,16,3,823.0,825,1042.0,1048,US,1062,N762US,139.0,143.0,108.0,-6.0,-2.0,SYR,CLT,603,4.0,27.0,0,,0,,,,,
219827,2008,1,13,7,1028.0,1030,1243.0,1237,UA,55,N918UA,135.0,127.0,104.0,6.0,-2.0,SEA,SFO,679,16.0,15.0,0,,0,,,,,
177018,2008,1,5,6,811.0,814,1028.0,1022,OO,6065,N983SW,77.0,68.0,38.0,6.0,-3.0,ORD,DAY,240,4.0,35.0,0,,0,,,,,
376028,2008,1,24,4,713.0,717,752.0,800,HA,118,N477HA,39.0,43.0,26.0,-8.0,-4.0,HNL,KOA,163,4.0,9.0,0,,0,,,,,
174901,2008,1,4,5,1941.0,1603,2020.0,1648,OO,5449,N586SW,39.0,45.0,20.0,212.0,218.0,SFO,SMF,86,4.0,15.0,0,,0,0.0,0.0,212.0,0.0,0.0
38481,2008,1,15,2,1458.0,1455,1838.0,1855,WN,1121,N461WN,160.0,180.0,150.0,-17.0,3.0,AUS,BWI,1342,3.0,7.0,0,,0,,,,,
25814,2008,1,11,5,1033.0,1035,1152.0,1145,WN,2707,N705SW,79.0,70.0,66.0,7.0,-2.0,BDL,BWI,283,5.0,8.0,0,,0,,,,,
378408,2008,1,21,1,2111.0,2115,2139.0,2144,HA,378,N487HA,28.0,29.0,19.0,-5.0,-4.0,LIH,HNL,102,4.0,5.0,0,,0,,,,,
450278,2008,1,28,1,658.0,707,906.0,922,NW,1602,N348NW,68.0,75.0,40.0,-16.0,-9.0,MKE,DTW,238,13.0,15.0,0,,0,,,,,
507396,2008,1,18,5,657.0,700,914.0,925,AA,1404,N457AA,137.0,145.0,115.0,-11.0,-3.0,IAH,ORD,925,9.0,13.0,0,,0,,,,,
51856,2008,1,18,5,1320.0,1315,1456.0,1505,WN,483,N762SW,96.0,110.0,86.0,-9.0,5.0,SMF,SEA,605,3.0,7.0,0,,0,,,,,
264535,2008,1,7,1,650.0,650,800.0,801,US,102,N306AW,70.0,71.0,41.0,-1.0,0.0,LAS,LAX,236,7.0,22.0,0,,0,,,,,
258218,2008,1,2,3,915.0,916,1138.0,1200,US,190,N628AW,143.0,164.0,123.0,-22.0,-1.0,LAS,SEA,866,4.0,16.0,0,,0,,,,,
284031,2008,1,22,2,722.0,725,924.0,945,US,225,N306AW,62.0,80.0,44.0,-21.0,-3.0,SAN,PHX,304,5.0,13.0,0,,0,,,,,
503811,2008,1,15,2,1236.0,1230,1823.0,1815,AA,1276,N639AA,227.0,225.0,197.0,8.0,6.0,SFO,STL,1736,4.0,26.0,0,,0,,,,,
526917,2008,1,1,2,1127.0,1055,1400.0,1315,AA,2340,N563AA,153.0,140.0,120.0,45.0,32.0,DFW,ORD,802,8.0,25.0,0,,0,0.0,0.0,14.0,0.0,31.0
402534,2008,1,4,5,703.0,710,804.0,815,MQ,4010,N654AE,61.0,65.0,42.0,-11.0,-7.0,ORD,EVV,273,6.0,13.0,0,,0,,,,,
81978,2008,1,28,1,1230.0,1235,1402.0,1405,WN,33,N364SW,92.0,90.0,76.0,-3.0,-5.0,MCI,DAL,461,6.0,10.0,0,,0,,,,,
74805,2008,1,25,5,1125.0,1130,1253.0,1305,WN,3333,N230WN,88.0,95.0,79.0,-12.0,-5.0,TUL,HOU,453,2.0,7.0,0,,0,,,,,
588742,2008,1,1,2,703.0,705,803.0,814,DL,1497,N989DL,60.0,69.0,40.0,-11.0,-2.0,SAV,ATL,215,6.0,14.0,0,,0,,,,,
184029,2008,1,10,4,1020.0,1020,1255.0,1259,OO,2912,N498CA,95.0,99.0,75.0,-4.0,0.0,COS,MCI,538,5.0,15.0,0,,0,,,,,
207588,2008,1,25,5,1502.0,1456,1744.0,1743,OO,3744,N411SW,102.0,107.0,75.0,1.0,6.0,BUR,SLC,574,6.0,21.0,0,,0,,,,,
202516,2008,1,21,1,1655.0,1600,1855.0,1753,OO,6719,N929SW,120.0,113.0,103.0,62.0,55.0,MSO,DEN,679,9.0,8.0,0,,0,62.0,0.0,0.0,0.0,0.0
409808,2008,1,15,2,841.0,710,934.0,810,MQ,4278,N654AE,53.0,60.0,31.0,84.0,91.0,CMI,ORD,135,6.0,16.0,0,,0,84.0,0.0,0.0,0.0,0.0
